,Knowledge ID #,Citation #,Reference,Reference Type,Reference Rank
4011,402,2,"Examine. (2021). Mini: Reliable associations between dietary factors and different kinds of cancer. Examine Study Deep Dives, 1(83), https://examine.com/members/deep-dives/article/mini-reliable-associations-between-dietary-factors-and-different-kinds-of-cancer/",Research Review: Examine,2
4021,403,2,"Examine. (2022). Creatine dosing strategies for lean mass and strength gains in older adults. Examine Study Deep Dives, 1(83). https://examine.com/members/deep-dives/article/creatine-dosing-strategies-for-lean-mass-and-strength-gains-in-older-adults/",Research Review: Examine,2
4031,404,2,"Examine. (2022). Digital self-monitoring improves adherence to habits associated with weight loss. Examine Study Deep Dives, 1(83), https://examine.com/members/deep-dives/article/digital-self-monitoring-improves-adherence-to-habits-associated-with-weight-loss/",Research Review: Examine,2
4201,421,2,"Examine. (2022 February). Food sources of nitrates, polyphenols, and L-citrulline for improving endurance exercise performance. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1MoVB9",Research Review: Examine,2
4211,422,2,"Examine. (2022 February). Food sources of nitrates, polyphenols, and L-citrulline for improving endurance exercise performance. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1MoVB9",Research Review: Examine,2
4221,423,2,"Examine. (2022 February). The effects of fish oil supplementation on muscle mass and strength in older women. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-9oP3xd",Research Review: Examine,2
4231,424,2,"Examine. (2022 February). A weight-neutral approach to obesity. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-9DKnx0",Research Review: Examine,2
4241,425,2,"Examine. (2021 November). Are some exercise types better than others for managing low back pain?. Examine Study Summaries, https://examine.com/members/summaries/issue/november-2021/summary-1jkO70/",Research Review: Examine,2
4252,426,3,"Examine. (2021 November). Are some exercise types better than others for managing low back pain?. Examine Study Summaries, https://examine.com/members/summaries/issue/november-2021/summary-1jkO70/",Research Review: Examine,2
4253,426,4,"Examine. (2022 February). Core muscle strength training can reduce the risk of low back pain. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-94KVD0",Research Review: Examine,2
4261,427,2,"Examine. (2021 November). Are some exercise types better than others for managing low back pain?. Examine Study Summaries, https://examine.com/members/summaries/issue/november-2021/summary-1jkO70/",Research Review: Examine,2
4283,429,4,"Examine. (2022 February). Does acute aerobic exercise affect measures of strength or power in trained young men?. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-dEXrW9",Research Review: Examine,2
4284,429,5,"Examine. (2022 January). Does concurrent training attenuate gains in maximal strength, explosive strength, or muscle size? Examine Study Summaries, https://examine.com/members/summaries/issue/january-2022/summary-1PQaW0",Research Review: Examine,2
4311,432,2,"Examine. (2022 February). Peanuts with skins? Effects on body composition, metabolic profiles, and inflammatory markers in people with obesity on a reduced-calorie diet. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1vEQZd",Research Review: Examine,2
4322,433,3,"Examine. (2022 February). Can dietary factors affect the risk for erectile dysfunction or benign prostatic hyperplasia?. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-dBERa9",Research Review: Examine,2
4323,433,4,"Examine. (2022 February). Diabetes and erectile dysfunction. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-dnYnP9",Research Review: Examine,2
4393,440,4,"Examine. (2022 February). Ultraprocessed foods are associated with an increased risk of type 2 diabetes. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-15W489",Research Review: Examine,2
4471,448,2,"Examine. (2022 February). A high-protein diet outperforms a Mediterranean diet for improving glycemic variability. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-9koWm9",Research Review: Examine,2
4491,450,2,"Examine. (2022 February). Late-night bright light exposure shifts metabolism away from fat burning. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-0ea2o0",Research Review: Examine,2
4551,456,2,"Examine. (2022 February). Cognitive behavioral therapy for people with Parkinson’s disease. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-9QgZA1",Research Review: Examine,2
4561,457,2,"Examine. (2022 February). Benefits and risks of intermittent fasting in type 2 diabetes. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-dG47J1",Research Review: Examine,2
4571,458,2,"Examine. (2022 February). Does consuming a low-carbohydrate dinner affect blood sugar response after high-carbohydrate meals the following day?. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1aNXO0",Research Review: Examine,2
4584,459,5,"Examine. (2022 February). Psychological and biological resilience modulates stress and its influence on epigenetic aging. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-15WEO9",Research Review: Examine,2
4611,462,2,"Examine. (2022 February). The effect of carbohydrate restriction on glycemic control and liver fat in people with type 2 diabetes. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1MoOl9",Research Review: Examine,2
4621,463,2,"Examine. (2022 February). The effect of a low-carbohydrate, high-protein diet on type 2 diabetes. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1PQ660",Research Review: Examine,2
4631,464,2,"Examine. (2022 February). Quitting smoking at or around lung cancer diagnosis is linked to greater overall survival. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-dVgPM1",Research Review: Examine,2
4641,465,2,"Examine. (2022 February). Dietary fiber and probiotics may influence the benefits of targeted cancer therapy for melanoma patients. Examine Study Summaries, https://examine.com/members/summaries/issue/february-2022/summary-1woEq1",Research Review: Examine,2
4651,466,2,"Examine. (2022 February). Is caffeine less ergogenic if you consume it regularly?. Examine Study Summaries, https://examine.com/members/summaries/issue/october-2021/summary-9ko579",Research Review: Examine,2
4971,498,2,"Examine. (2021 October). Does the addition of sucrose to a habitual diet affect body composition or blood pressure?. Examine Study Summaries, https://examine.com/members/summaries/issue/october-2021/summary-dG4k41",Research Review: Examine,2
5132,514,3,"Examine. (2022 May). Are carbs to blame for the obesity epidemic?. Examine Study Summaries, https://examine.com/members/summaries/issue/may-2022/summary-dEvJ31",Research Review: Examine,2
5153,516,4,"Examine. (2021 January). Insufficient activity blunts our metabolic response to exercise. Examine Study Summaries, https://examine.com/members/summaries/issue/january-2021/summary-g98KG0",Research Review: Examine,2
5154,516,5,"Examine. (2022 February). Is 10,000 steps per day an evidence-based recommendation?. Examine Study Summaries, https://examine.com/members/summaries/issue/october-2021/summary-1MoZ29",Research Review: Examine,2
5161,517,2,"Examine. (2022 March). Rewind: Exergaming eases severity of chronic low back pain. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-17ky61",Research Review: Examine,2
5171,518,2,"Examine. (2022 March). The effect of caffeine on rate of force development. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-9QgmR1",Research Review: Examine,2
5211,522,2,"Examine. (2022 March). The effects of lemon juice and tea on starch digestion. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-1MWY49",Research Review: Examine,2
5232,524,3,"Examine. (2022 March). Low-carbohydrate vs. balanced-carbohydrate diets for reducing weight and cardiovascular risk. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-98zkW1",Research Review: Examine,2
5281,529,2,"Examine. (2022 March). Does nutrient-quality influence the effects of a weight-loss diet on cardiometabolic risk factors? . Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-d3KoMd",Research Review: Examine,2
5301,531,2,"Examine. (2022 March). The effects of ginger supplementation on metabolic profiles in people with type 2 diabetes. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-dEvGq1",Research Review: Examine,2
5401,541,2,"Examine. (2022 March). The optimal dose of exercise to improve cognitive function in older adults. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-9z22L9",Research Review: Examine,2
5411,542,2,"Examine. (2022 March). The optimal dose of exercise to improve cognitive function in older adults. Examine Study Summaries, https://examine.com/members/summaries/issue/march-2022/summary-9z22L9",Research Review: Examine,2
5711,572,2,"Examine. (2021). To lose fat, look for a miR: Weight training causes skeletal muscle to release miR-1, promoting fat breakdown. Examine Study Summaries, https://examine.com/members/summaries/issue/september-2021/summary-1aNAj0",Research Review: Examine,2
5721,573,2,"Examine. (2021). To lose fat, look for a miR: Weight training causes skeletal muscle to release miR-1, promoting fat breakdown. Examine Study Summaries, https://examine.com/members/summaries/issue/september-2021/summary-1aNAj0",Research Review: Examine,2
5830,584,1,"Examine. (2016 March). Protein: sleep fuel?. Examine Study Deep Dives, 1(17), https://examine.com/members/deep-dives/article/protein-sleep-fuel/",Research Review: Examine,2
5842,585,3,"Examine. (2016 March). Protein: sleep fuel?. Examine Study Deep Dives, 1(17), https://examine.com/members/deep-dives/article/protein-sleep-fuel/",Research Review: Examine,2
5993,600,4,"Examine. (2021September). Walking backward may improve balance and speed in people with chronic stroke. Examine Study Summaries, https://examine.com/members/summaries/issue/september-2021/summary-dVgZ41",Research Review: Examine,2
6001,601,2,"Examine. (2021 September). Dance therapy improves cognition and physical function in older adults with mild cognitive impairment. Examine Study Summaries, https://examine.com/members/summaries/issue/september-2021/summary-94Klx0",Research Review: Examine,2
6351,636,2,"Examine. (2022 April). Is garlic consumption linked to gastrointestinal cancer risk?. Examine Study Summaries, https://examine.com/members/summaries/issue/april-2022/summary-98z3n1",Research Review: Examine,2
6361,637,2,"Examine. (2022 April). Cocoa and chocolate for cardiometabolic health in type 2 diabetes. Examine Study Summaries, https://examine.com/members/summaries/issue/april-2022/summary-9D67Q1",Research Review: Examine,2
6371,638,2,"Examine. (2022 April). Simplified dietary tracking vs. standard calorie tracking: Is one superior for fat loss and adherence?. Examine Study Summaries, https://examine.com/members/summaries/issue/april-2022/summary-0ObZk1",Research Review: Examine,2
6464,647,5,"Examine. (2022 April). Can ASMR tingle your anxiety away?. Examine Study Summaries, https://examine.com/members/summaries/issue/april-2022/summary-9WePn1",Research Review: Examine,2
6491,650,2,"Examine. (2022 April). Sedentary behavior and lower back pain. Examine Study Summaries, How does staying still affect low back pain risk?",Research Review: Examine,2
6563,657,4,"Examine. (2017 January). Does resistant starch impact the poop of healthy adults?. Examine Study Deep Dives, https://examine.com/members/deep-dives/article/does-resistant-starch-impact-the-poop-of-healthy-adults/",Research Review: Examine,2
6571,658,2,"Examine. (2017 January). Does resistant starch impact the poop of healthy adults?. Examine Study Deep Dives, https://examine.com/members/deep-dives/article/does-resistant-starch-impact-the-poop-of-healthy-adults/",Research Review: Examine,2
6892,690,3,"Examine. (2022 June). Daily blueberries can improve cognition and fasting insulin. Examine Study Summaries, https://examine.com/members/summaries/issue/june-2022/summary-0qPLG1",Research Review: Examine,2
6930,694,1," Examine. (2016). All the data on resveratrol for cardiovascular health. Examine Study Deep Dives, 1(23), https://examine.com/members/deep-dives/article/all-the-data-on-resveratrol-for-cardiovascular-health/",Research Review: Examine,2
